origin,factor_id,factor_label,unit,iso2,country,value,year,source,url,note,status
curated,dc_capacity_live_mw,Operational DC capacity,MW,QA,Qatar,55,2024,datacentermap.com + Microsoft Qatar Cloud Region,https://www.datacentermap.com/,,pending
curated,dc_capacity_live_mw,Operational DC capacity,MW,RO,Romania,70,2024,datacentermap.com — Bucharest,https://www.datacentermap.com/,,pending
curated,dc_capacity_live_mw,Operational DC capacity,MW,SA,Saudi Arabia,180,2024,Cushman & Wakefield Global DC Market 2024 — Riyadh hyperscale,https://www.cushmanwakefield.com/en/insights/global-data-center-market-comparison,,pending
curated,dc_capacity_live_mw,Operational DC capacity,MW,SE,Sweden,500,2025,Cushman & Wakefield Global DC Market H1 2025 + JLL EMEA Data Centres Q1 2025 (national totals),https://www.jll.com/en/insights,,pending
curated,dc_capacity_live_mw,Operational DC capacity,MW,TR,Türkiye,100,2024,datacentermap.com — Istanbul cluster,https://www.datacentermap.com/,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,AE,United Arab Emirates,450,2024,Cushman & Wakefield Global DC Market 2024 — Dubai + AD pipelines,https://www.cushmanwakefield.com/en/insights/global-data-center-market-comparison,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,AT,Austria,100,2024,datacentermap.com — Vienna pipeline,https://www.datacentermap.com/,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,BE,Belgium,130,2024,datacentermap.com + Google St-Ghislain expansion,https://www.datacentermap.com/,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,CH,Switzerland,180,2024,Cushman & Wakefield Global DC Market 2024 — Zurich pipeline,https://www.cushmanwakefield.com/en/insights/global-data-center-market-comparison,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,DE,Germany,900,2024,Cushman & Wakefield Global DC Market 2024 — Frankfurt + Berlin pipeline,https://www.cushmanwakefield.com/en/insights/global-data-center-market-comparison,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,DK,Denmark,400,2024,"JLL EMEA Data Centres Q4 2024 — Microsoft, Meta, AWS pipelines",https://www.jll.com/en/insights,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,EG,Egypt,100,2024,datacentermap.com — Cairo pipeline,https://www.datacentermap.com/,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,ES,Spain,600,2024,JLL EMEA Data Centres Q4 2024 — Madrid pipeline boom,https://www.jll.com/en/insights,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,FI,Finland,300,2024,datacentermap.com + Microsoft Espoo + Google Hamina expansion,https://www.datacentermap.com/,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,FR,France,700,2024,Cushman & Wakefield Global DC Market 2024 — Paris pipeline,https://www.cushmanwakefield.com/en/insights/global-data-center-market-comparison,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,GB,United Kingdom,800,2024,Cushman & Wakefield Global DC Market 2024 — London pipeline,https://www.cushmanwakefield.com/en/insights/global-data-center-market-comparison,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,GR,Greece,250,2024,datacentermap.com + Microsoft + Lamda hyperscale announcements,https://www.datacentermap.com/,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,IE,Ireland,400,2024,Cushman & Wakefield Global DC Market 2024 — Dublin (post-moratorium constrained),https://www.cushmanwakefield.com/en/insights/global-data-center-market-comparison,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,IL,Israel,200,2024,datacentermap.com + AWS Israel Region build-out,https://www.datacentermap.com/,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,IT,Italy,500,2024,JLL EMEA Data Centres Q4 2024 — Milan pipeline,https://www.jll.com/en/insights,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,MA,Morocco,90,2024,datacentermap.com — Casablanca pipeline,https://www.datacentermap.com/,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,NL,Netherlands,500,2024,Cushman & Wakefield Global DC Market 2024 — Amsterdam pipeline (post-moratorium),https://www.cushmanwakefield.com/en/insights/global-data-center-market-comparison,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,NO,Norway,250,2024,datacentermap.com + Statkraft/Bulk hyperscale pipeline,https://www.datacentermap.com/,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,PL,Poland,350,2024,JLL EMEA Data Centres Q4 2024 — Warsaw pipeline + AtmanData,https://www.jll.com/en/insights,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,PT,Portugal,400,2024,Start Campus Sines + datacentermap.com,https://www.datacentermap.com/,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,QA,Qatar,150,2024,Microsoft + Google + Ooredoo announcements,https://www.datacentermap.com/,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,RO,Romania,80,2024,datacentermap.com — Bucharest pipeline,https://www.datacentermap.com/,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,SA,Saudi Arabia,600,2024,Cushman & Wakefield Global DC Market 2024 — Vision 2030 hyperscale build,https://www.cushmanwakefield.com/en/insights/global-data-center-market-comparison,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,SE,Sweden,350,2024,JLL EMEA Data Centres Q4 2024 — Stockholm + hyperscale pipeline,https://www.jll.com/en/insights,,pending
curated,dc_capacity_planned_mw,Planned + under-construction DC capacity,MW,TR,Türkiye,150,2024,datacentermap.com — Istanbul pipeline,https://www.datacentermap.com/,,pending
curated,demand_2027_twh,Total DC electricity demand 2027,TWh,AE,United Arab Emirates,4.5,2027,Cushman & Wakefield Global DC Market 2024 — Dubai + Abu Dhabi growth,https://www.cushmanwakefield.com/en/insights/global-data-center-market-comparison,,pending
curated,demand_2027_twh,Total DC electricity demand 2027,TWh,DE,Germany,24.0,2027,Bitkom DC trajectory: 20 TWh (2024) → ~31 TWh (2030); 24 TWh in 2027 mid-trajectory,https://www.bitkom.org/,,pending
curated,demand_2027_twh,Total DC electricity demand 2027,TWh,DK,Denmark,8.0,2027,Energinet long-term forecast + IEA Electricity 2024 (Nordic hyperscale cluster),https://www.iea.org/reports/electricity-2024,DC share of national electricity forecast to reach ~14% by 2030,pending
curated,demand_2027_twh,Total DC electricity demand 2027,TWh,ES,Spain,5.0,2027,JLL EMEA Data Centres Q4 2024 — Madrid emerging cluster,https://www.jll.com/en/insights,,pending
curated,demand_2027_twh,Total DC electricity demand 2027,TWh,FI,Finland,4.0,2027,Fingrid long-term forecast 2024,https://www.fingrid.fi/en/,,pending
curated,demand_2027_twh,Total DC electricity demand 2027,TWh,FR,France,10.0,2027,RTE 'Futurs énergétiques 2050' + IEA Electricity 2024,https://www.iea.org/reports/electricity-2024,,pending
curated,demand_2027_twh,Total DC electricity demand 2027,TWh,GB,United Kingdom,14.0,2027,NESO Future Energy Scenarios 2024 — UK DC demand 7.6 TWh (today) → 22 TWh (2030); 2027 mid-trajectory,https://www.neso.energy/future-energy,,pending
curated,demand_2027_twh,Total DC electricity demand 2027,TWh,IE,Ireland,11.0,2027,EirGrid Generation Capacity Statement 2025-2034 — DC trajectory 9.4 TWh (2025) → 14.6 TWh (2034); 2027 interpolated,https://www.eirgrid.ie/,EirGrid forecasts DC share rising to ~28% of national grid demand by 2031,pending
curated,demand_2027_twh,Total DC electricity demand 2027,TWh,IL,Israel,2.0,2027,Cushman & Wakefield Global DC Market 2024 — Tel Aviv,https://www.cushmanwakefield.com/en/insights/global-data-center-market-comparison,,pending
curated,demand_2027_twh,Total DC electricity demand 2027,TWh,IT,Italy,4.0,2027,JLL EMEA Data Centres Q4 2024 — Milan emerging cluster,https://www.jll.com/en/insights,,pending
curated,demand_2027_twh,Total DC electricity demand 2027,TWh,NL,Netherlands,12.0,2027,Stedin Amsterdam DSO connection forecasts + IEA Electricity 2024,https://www.iea.org/reports/electricity-2024,At upper end of credible range; assumes full Microsoft + Google pipeline lights up,pending
curated,demand_2027_twh,Total DC electricity demand 2027,TWh,NO,Norway,3.5,2027,Statnett 'Langsiktig markedsanalyse' 2024,https://www.statnett.no/en/,,pending
curated,demand_2027_twh,Total DC electricity demand 2027,TWh,PL,Poland,2.0,2027,JLL EMEA Data Centres Q4 2024 — Warsaw emerging cluster,https://www.jll.com/en/insights,,pending
curated,demand_2027_twh,Total DC electricity demand 2027,TWh,SA,Saudi Arabia,3.5,2027,Cushman & Wakefield Global DC Market 2024 — Riyadh hyperscale build-out,https://www.cushmanwakefield.com/en/insights/global-data-center-market-comparison,,pending
curated,demand_2027_twh,Total DC electricity demand 2027,TWh,SE,Sweden,6.0,2027,Svenska kraftnät long-term forecast + IEA Electricity 2024,https://www.iea.org/reports/electricity-2024,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,AE,United Arab Emirates,2.0,2024,EWEC / DEWA / TAQA — hyperscale DC connection precedents 2023-2024,https://www.dewa.gov.ae/,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,AT,Austria,4.5,2024,APG Netzentwicklungsplan 2023,https://www.apg.at/,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,BE,Belgium,5.0,2024,Elia Federal Development Plan 2024-2034,https://www.elia.be/en/grid-data/grid-development,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,BH,Bahrain,2.5,2024,Electricity & Water Authority connection benchmark,https://www.ewa.bh/,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,CH,Switzerland,4.0,2024,Swissgrid 'Strategisches Netz 2040',https://www.swissgrid.ch/,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,CZ,Czechia,5.0,2024,ČEPS Network Development Plan 2024,https://www.ceps.cz/en/,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,DE,Germany,4.0,2024,Bundesnetzagentur Monitoringbericht 2023 — typical industrial connection,https://www.bundesnetzagentur.de/,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,DK,Denmark,6.0,2024,Energinet Langtidsudviklingsplan 2024,https://en.energinet.dk/,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,EE,Estonia,4.0,2024,Elering ENDP 2024,https://elering.ee/en,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,EG,Egypt,4.0,2024,EETC network plan,https://www.eetc.net.eg/,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,ES,Spain,4.0,2024,REE 'Planificación de la red de transporte 2021-2026',https://www.ree.es/en,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,FI,Finland,4.0,2024,Fingrid Verkkokehittämissuunnitelma 2024,https://www.fingrid.fi/en/,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,FR,France,5.0,2024,RTE 'Schéma décennal de développement du réseau' 2024,https://www.rte-france.com/,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,GB,United Kingdom,10.0,2024,NESO TEC Register — average wait for transmission-connected demand >50 MW,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register/tec_register,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,GR,Greece,5.0,2024,IPTO/ADMIE Ten-Year Network Development Plan 2024-2033,https://www.admie.gr/en,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,HU,Hungary,4.5,2024,MAVIR network development plan 2024,https://www.mavir.hu/,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,IE,Ireland,8.0,2024,EirGrid 'Shaping our Electricity Future' — DC connection moratorium in Dublin region,https://www.eirgrid.ie/,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,IL,Israel,3.0,2024,Noga / Israel Electric Authority 2024 plans,https://www.noga-iso.co.il/en,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,IS,Iceland,3.0,2024,Landsnet Kerfisáætlun 2024-2033,https://www.landsnet.is/english/,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,IT,Italy,4.5,2024,Terna Piano di Sviluppo 2024,https://www.terna.it/en,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,LT,Lithuania,4.0,2024,Litgrid Network Development Plan 2024,https://www.litgrid.eu/,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,LU,Luxembourg,3.5,2024,Creos Luxembourg connection queue 2024,https://www.creos-net.lu/,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,LV,Latvia,4.0,2024,AST Latvijas elektrotīkla attīstības plāns 2024,https://www.ast.lv/en,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,MA,Morocco,4.0,2024,ONEE network development plan,https://www.one.org.ma/,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,NL,Netherlands,7.0,2024,TenneT NL congestion map — 'transportbeperking' across Randstad,https://www.tennet.eu/nl/het-stroomnet/transportbeperkingen,Most of NL is currently congestion-restricted; new large loads queued behind grid reinforcements.,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,NO,Norway,5.0,2024,Statnett 'Langsiktig markedsanalyse' 2024,https://www.statnett.no/en/,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,PL,Poland,5.0,2024,PSE Plan rozwoju sieci 2025-2034,https://www.pse.pl/,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,PT,Portugal,4.0,2024,REN PDIRT-E 2024,https://www.ren.pt/en-GB/,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,QA,Qatar,2.5,2024,Kahramaa industrial connection programme,https://www.km.qa/,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,RO,Romania,5.5,2024,Transelectrica Network Development Plan 2024,https://www.transelectrica.ro/en,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,SA,Saudi Arabia,2.5,2024,Saudi Electricity Company — Vision 2030 hyperscale connection programme,https://www.se.com.sa/en-us/,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,SE,Sweden,6.0,2024,Svenska kraftnät Långsiktig marknadsanalys 2024,https://www.svk.se/en/,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,SK,Slovakia,5.0,2024,SEPS 10-year development plan,https://www.sepsas.sk/,,pending
curated,grid_connect_years,Years to grid connection (>50 MW load),years,TR,Türkiye,4.0,2024,TEİAŞ ten-year network development plan,https://www.teias.gov.tr/,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,AE,United Arab Emirates,30.0,2030,DEWA Strategy 2030 + EWEC + TAQA transmission capex,https://www.dewa.gov.ae/,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,AT,Austria,10.0,2030,APG Netzentwicklungsplan 2023,https://www.apg.at/,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,BE,Belgium,12.0,2030,Elia Federal Development Plan 2024-2034,https://www.elia.be/,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,CH,Switzerland,12.0,2030,Swissgrid Strategisches Netz 2040 (pro-rated to 2030),https://www.swissgrid.ch/,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,DE,Germany,100.0,2030,BNetzA NEP 2037/2045 (€360-390 bn full horizon to 2045) pro-rated to 2030 segment ≈ €85-100 bn (~$100 bn),https://www.bundesnetzagentur.de/,Full-horizon plan extends to 2045; figure shown is the 2024-2030 segment only.,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,DK,Denmark,18.0,2030,Energinet 'Sustainable transmission' 2024,https://en.energinet.dk/,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,EG,Egypt,10.0,2030,EETC 2030 network plan,https://www.eetc.net.eg/,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,ES,Spain,35.0,2030,REE 'Planificación de la red de transporte 2021-2026' + 2027-2030 outlook,https://www.ree.es/en,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,FI,Finland,12.0,2030,Fingrid Verkkokehittämissuunnitelma 2024,https://www.fingrid.fi/en/,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,FR,France,85.0,2030,RTE SDDR 2024 (€35-50 bn transmission to 2030) + Enedis (~€30-40 bn) = ~€65-90 bn (~$85 bn),https://www.rte-france.com/,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,GB,United Kingdom,100.0,2030,Ofgem RIIO-T3 (~£35 bn transmission) + ED2 distribution (~£23 bn) + wider programme to 2031 = ~£80 bn (~$100 bn),https://www.ofgem.gov.uk/,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,GR,Greece,7.5,2030,ADMIE Ten-Year Network Development Plan 2024-2033,https://www.admie.gr/en,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,IE,Ireland,7.0,2030,EirGrid Shaping Our Electricity Future + ESB Networks PR5,https://www.eirgrid.ie/,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,IL,Israel,12.0,2030,Israel Electricity Authority — 2030 transmission plan,https://www.gov.il/en/departments/electricity_authority,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,IT,Italy,55.0,2030,Terna 'Piano di Sviluppo' 2024,https://www.terna.it/en,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,MA,Morocco,8.0,2030,ONEE network development plan,https://www.one.org.ma/,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,NL,Netherlands,50.0,2030,TenneT NL investment plan + Stedin/Liander distribution capex,https://www.tennet.eu/,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,NO,Norway,25.0,2030,Statnett Network Development Plan 2023,https://www.statnett.no/en/,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,PL,Poland,28.0,2030,PSE 10-year plan 2025-2034,https://www.pse.pl/,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,PT,Portugal,6.0,2030,REN PDIRT-E 2024,https://www.ren.pt/,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,QA,Qatar,8.0,2030,Kahramaa transmission expansion programme,https://www.km.qa/,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,RO,Romania,8.0,2030,Transelectrica TYNDP 2024,https://www.transelectrica.ro/en,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,SA,Saudi Arabia,120.0,2030,Saudi Electricity Company $58.7 bn 2025-2030 transmission+distribution programme + wider $120 bn build-out commentary,https://www.vision2030.gov.sa/,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,SE,Sweden,30.0,2030,Svenska kraftnät Långsiktig marknadsanalys 2024,https://www.svk.se/en/,,pending
curated,grid_investment_usdbn,Forecast grid investment through 2030,USD bn,TR,Türkiye,25.0,2030,TEİAŞ ten-year network development plan,https://www.teias.gov.tr/,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,AE,United Arab Emirates,0.06,2024,DEWA industrial tariff (Dubai),https://www.dewa.gov.ae/,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,AT,Austria,0.22,2024,Eurostat NRG_PC_205 — Band IE,https://ec.europa.eu/eurostat/web/energy/database,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,BE,Belgium,0.19,2024,Eurostat NRG_PC_205 — Band IE,https://ec.europa.eu/eurostat/web/energy/database,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,BH,Bahrain,0.04,2024,EWA industrial tariff,https://www.ewa.bh/,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,CH,Switzerland,0.18,2024,ElCom Strompreis 2024 — large industrial,https://www.elcom.admin.ch/,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,CZ,Czechia,0.12,2024,Eurostat NRG_PC_205 — Band IE,https://ec.europa.eu/eurostat/web/energy/database,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,DE,Germany,0.2,2024,Eurostat NRG_PC_205 — Band IE (large industrial),https://ec.europa.eu/eurostat/web/energy/database,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,DK,Denmark,0.17,2024,Eurostat NRG_PC_205 — Band IE,https://ec.europa.eu/eurostat/web/energy/database,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,EE,Estonia,0.13,2024,Eurostat NRG_PC_205 — Band IE,https://ec.europa.eu/eurostat/web/energy/database,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,EG,Egypt,0.06,2024,EgyptERA industrial tariff,http://egyptera.org/,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,ES,Spain,0.15,2024,Eurostat NRG_PC_205 — Band IE,https://ec.europa.eu/eurostat/web/energy/database,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,FI,Finland,0.09,2024,Eurostat NRG_PC_205 — Band IE,https://ec.europa.eu/eurostat/web/energy/database,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,FR,France,0.16,2024,Eurostat NRG_PC_205 — Band IE,https://ec.europa.eu/eurostat/web/energy/database,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,GB,United Kingdom,0.28,2024,Ofgem industrial electricity prices,https://www.ofgem.gov.uk/,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,GR,Greece,0.17,2024,Eurostat NRG_PC_205 — Band IE,https://ec.europa.eu/eurostat/web/energy/database,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,HU,Hungary,0.12,2024,Eurostat NRG_PC_205 — Band IE,https://ec.europa.eu/eurostat/web/energy/database,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,IE,Ireland,0.3,2024,CRU industrial electricity tariff,https://www.cru.ie/,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,IL,Israel,0.1,2024,Israel Electricity Authority industrial tariff,https://www.gov.il/en/departments/electricity_authority,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,IS,Iceland,0.05,2024,Landsvirkjun industrial tariff (hydropower),https://www.landsvirkjun.com/,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,IT,Italy,0.17,2024,Eurostat NRG_PC_205 — Band IE (2024 H2: ~€0.16/kWh ≈ $0.17),https://ec.europa.eu/eurostat/web/energy/database,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,KW,Kuwait,0.03,2024,MEW industrial tariff,https://www.mew.gov.kw/,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,LU,Luxembourg,0.17,2024,Eurostat NRG_PC_205 — Band IE,https://ec.europa.eu/eurostat/web/energy/database,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,MA,Morocco,0.1,2024,ONEE industrial tariff,https://www.one.org.ma/,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,NL,Netherlands,0.2,2024,Eurostat NRG_PC_205 — Band IE,https://ec.europa.eu/eurostat/web/energy/database,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,NO,Norway,0.08,2024,NVE industrial tariff,https://www.nve.no/,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,OM,Oman,0.05,2024,Authority for Public Services Regulation,https://www.apsr.om/,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,PL,Poland,0.13,2024,Eurostat NRG_PC_205 — Band IE,https://ec.europa.eu/eurostat/web/energy/database,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,PT,Portugal,0.16,2024,Eurostat NRG_PC_205 — Band IE,https://ec.europa.eu/eurostat/web/energy/database,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,QA,Qatar,0.04,2024,Kahramaa industrial tariff,https://www.km.qa/,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,RO,Romania,0.14,2024,Eurostat NRG_PC_205 — Band IE,https://ec.europa.eu/eurostat/web/energy/database,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,SA,Saudi Arabia,0.05,2024,Saudi Electricity Company industrial tariff,https://www.se.com.sa/,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,SE,Sweden,0.1,2024,Eurostat NRG_PC_205 — Band IE,https://ec.europa.eu/eurostat/web/energy/database,,pending
curated,power_cost_usd_kwh,Industrial electricity tariff,USD/kWh,TR,Türkiye,0.08,2024,EPDK industrial tariff,https://www.epdk.gov.tr/,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,AE,United Arab Emirates,16074.892,2024,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,AT,Austria,8034.1665,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,BE,Belgium,6198.8667,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,BG,Bulgaria,5653.389,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,BH,Bahrain,23614.566,2024,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,CH,Switzerland,7250.6973,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,CY,Cyprus,4311.4956,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,CZ,Czechia,7116.4375,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,DE,Germany,5952.6562,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,DK,Denmark,5547.6743,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,DZ,Algeria,2058.3455,2024,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,EE,Estonia,4545.333,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,EG,Egypt,2075.8496,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
api_fetch,power_per_capita_kwh,Electricity generation per capita,kWh,ES,Spain,6011.4897,2025,Our World in Data (Ember 'Yearly Electricity Data'),https://ourworldindata.org/grapher/per-capita-electricity-generation,,pending
